"","Product ID","Type","Air temperature [K]","Process temperature [K]","Rotational speed [rpm]","Torque [Nm]"
"8208","L55386","L","299.3","310.8","1483","43.5"
"8209","L55387","L","299.2","310.7","1535","42.6"
"8210","L55388","L","299.2","310.7","1477","44.0"
"8211","L55389","L","299.3","310.8","1391","46.9"
"8212","H37624","H","299.2","310.7","1636","29.4"
"8213","L55391","L","299.2","310.6","1675","33.3"
"8214","H37626","H","299.2","310.5","1329","48.9"
"8215","M23073","M","299.2","310.5","1548","33.5"
"8216","L55394","L","299.2","310.5","1391","45.8"
"8217","L55395","L","299.1","310.5","1437","43.1"
"8218","L55396","L","299.2","310.6","1370","61.9"
"8219","L55397","L","299.1","310.6","1577","37.1"
"8220","L55398","L","299.1","310.5","1485","37.8"
"8221","L55399","L","299.0","310.4","1504","34.3"
"8222","M23080","M","298.9","310.3","1551","35.2"
"8223","M23081","M","299.1","310.5","1428","43.0"
"8224","L55402","L","299.0","310.5","1755","27.9"
"8225","L55403","L","299.1","310.5","1329","54.9"
"8226","L55404","L","299.1","310.5","1496","35.2"
"8227","L55405","L","299.1","310.5","1532","36.6"
"8228","L55406","L","299.1","310.5","1389","61.4"
"8229","M23087","M","299.1","310.4","1524","51.4"
"8230","M23088","M","299.1","310.4","1422","49.3"
"8231","L55409","L","299.1","310.5","1739","27.4"
"8232","L55410","L","299.1","310.5","1736","26.9"
"8233","L55411","L","299.1","310.5","1419","48.8"
"8234","L55412","L","299.1","310.6","1326","49.7"
"8235","M23093","M","299.1","310.6","1449","43.2"
"8236","L55414","L","299.2","310.6","1534","39.7"
"8237","M23095","M","299.2","310.6","1443","50.9"
"8238","L55416","L","299.2","310.6","1498","41.1"
"8239","L55417","L","299.1","310.6","1796","26.0"
"8240","L55418","L","299.1","310.4","1519","45.3"
"8241","L55419","L","299.0","310.4","1339","49.6"
"8242","L55420","L","299.0","310.4","1483","41.5"
"8243","M23101","M","298.9","310.2","2099","20.0"
"8244","M23102","M","299.0","310.3","1689","29.7"
"8245","H37657","H","299.1","310.4","1369","54.5"
"8246","L55424","L","299.0","310.4","1512","38.8"
"8247","M23105","M","299.0","310.3","1303","68.6"
"8248","L55426","L","299.0","310.3","1552","39.9"
"8249","L55427","L","299.0","310.4","1713","28.0"
"8250","L55428","L","298.9","310.3","1456","44.1"
"8251","L55429","L","299.0","310.4","1524","39.8"
"8252","M23110","M","299.0","310.4","1394","45.2"
"8253","L55431","L","299.0","310.4","1981","21.2"
"8254","L55432","L","299.0","310.4","1565","36.1"
"8255","L55433","L","299.1","310.4","1657","31.0"
"8256","M23114","M","299.0","310.4","1625","37.1"
"8257","L55435","L","299.0","310.4","1606","31.1"
"8258","H37670","H","299.0","310.5","1336","56.8"
"8259","M23117","M","299.0","310.6","1587","34.2"
"8260","L55438","L","299.1","310.6","1602","39.7"
"8261","L55439","L","299.1","310.5","1471","38.4"
"8262","H37674","H","299.1","310.6","1332","48.0"
"8263","H37675","H","299.2","310.6","1434","48.4"
"8264","L55442","L","299.1","310.6","1921","23.9"
"8265","H37677","H","299.2","310.6","1704","30.6"
"8266","M23124","M","299.1","310.6","1397","49.5"
"8267","H37679","H","299.1","310.6","1791","28.0"
"8268","L55446","L","299.1","310.6","1818","24.1"
"8269","L55447","L","299.2","310.7","1540","36.3"
"8270","M23128","M","299.2","310.8","1502","39.8"
"8271","H37683","H","299.2","310.8","1761","30.4"
"8272","M23130","M","299.1","310.8","1517","38.4"
"8273","L55451","L","299.1","310.7","1309","51.1"
"8274","L55452","L","298.9","310.6","1363","52.6"
"8275","M23133","M","299.0","310.6","1787","22.2"
"8276","L55454","L","298.9","310.5","1640","29.2"
"8277","M23135","M","298.9","310.6","1720","25.3"
"8278","L55456","L","298.8","310.5","1384","52.8"
"8279","H37691","H","298.8","310.5","1294","55.8"
"8280","L55458","L","298.8","310.5","1464","46.4"
"8281","L55459","L","298.8","310.6","1803","25.4"
"8282","L55460","L","298.8","310.6","1602","39.1"
"8283","H37695","H","298.9","310.6","1519","38.8"
"8284","M23142","M","298.9","310.7","1638","33.6"
"8285","H37697","H","298.9","310.6","1615","33.0"
"8286","L55464","L","298.8","310.6","1651","33.3"
"8287","L55465","L","298.9","310.6","1387","52.7"
"8288","M23146","M","298.8","310.5","1678","32.8"
"8289","L55467","L","298.9","310.6","1585","38.1"
"8290","M23148","M","298.8","310.6","1640","33.8"
"8291","L55469","L","298.9","310.6","1406","43.8"
"8292","M23150","M","298.9","310.6","1679","35.8"
"8293","L55471","L","298.9","310.5","1717","26.9"
"8294","H37706","H","298.9","310.5","1429","39.9"
"8295","M23153","M","298.9","310.4","1533","44.4"
"8296","M23154","M","298.9","310.5","1525","38.5"
"8297","L55475","L","298.9","310.4","1739","26.3"
"8298","L55476","L","298.9","310.3","1436","39.0"
"8299","M23157","M","298.8","310.2","1595","33.1"
"8300","H37712","H","298.7","310.1","1435","45.6"
"8301","L55479","L","298.7","310","1637","31.8"
"8302","L55480","L","298.7","310.1","1558","37.6"
"8303","M23161","M","298.7","310.1","1644","34.1"
"8304","L55482","L","298.7","310.1","1641","31.1"
"8305","L55483","L","298.8","310.2","1504","41.0"
"8306","M23164","M","298.7","310.1","1506","50.7"
"8307","H37719","H","298.8","310.1","1380","44.0"
"8308","M23166","M","298.7","310.1","1549","42.5"
"8309","M23167","M","298.7","310.1","1402","69.7"
"8310","L55488","L","298.7","310.1","1401","45.3"
"8311","M23169","M","298.7","310","1459","40.2"
"8312","L55490","L","298.7","309.9","1465","39.7"
"8313","M23171","M","298.8","310","1295","52.7"
"8314","M23172","M","298.8","310","1529","38.5"
"8315","M23173","M","298.8","310","1484","44.9"
"8316","L55494","L","298.8","309.9","1739","30.6"
"8317","H37729","H","298.7","309.8","1422","40.7"
"8318","L55496","L","298.8","309.8","1463","40.0"
"8319","L55497","L","298.7","309.7","1667","30.4"
"8320","H37732","H","298.7","309.7","1565","39.3"
"8321","L55499","L","298.7","309.7","1393","45.7"
"8322","M23180","M","298.8","309.7","1453","47.7"
"8323","L55501","L","298.8","309.6","1442","50.0"
"8324","L55502","L","298.7","309.6","1364","44.9"
"8325","H37737","H","298.7","309.5","1453","40.4"
"8326","M23184","M","298.7","309.5","1394","46.0"
"8327","M23185","M","298.7","309.5","1500","38.8"
"8328","H37740","H","298.6","309.5","1523","34.2"
"8329","M23187","M","298.7","309.6","1254","57.1"
"8330","L55508","L","298.6","309.5","1325","52.2"
"8331","L55509","L","298.8","309.7","1424","49.6"
"8332","L55510","L","298.8","309.7","1505","39.0"
"8333","M23191","M","298.8","309.7","1392","48.7"
"8334","L55512","L","298.8","309.7","1529","44.0"
"8335","M23193","M","298.8","309.7","1477","48.5"
"8336","M23194","M","298.8","309.7","1459","47.3"
"8337","M23195","M","299.0","309.8","2240","15.9"
"8338","L55516","L","298.9","309.7","1449","48.8"
"8339","M23197","M","298.8","309.7","1589","35.3"
"8340","L55518","L","298.8","309.7","1740","28.5"
"8341","M23199","M","298.8","309.7","1499","40.3"
"8342","M23200","M","298.8","309.7","1480","38.1"
"8343","L55521","L","298.8","309.7","1751","29.6"
"8344","L55522","L","298.7","309.7","1510","40.6"
"8345","H37757","H","298.8","309.8","1437","48.2"
"8346","L55524","L","298.8","309.7","1609","40.4"
"8347","H37759","H","298.8","309.8","1490","35.9"
"8348","L55526","L","298.7","309.7","1601","35.7"
"8349","L55527","L","298.7","309.6","1665","31.1"
"8350","M23208","M","298.7","309.6","1452","42.7"
"8351","M23209","M","298.7","309.5","1487","33.6"
"8352","M23210","M","298.7","309.6","1382","48.1"
"8353","M23211","M","298.7","309.6","1686","26.2"
"8354","L55532","L","298.6","309.6","1491","36.9"
"8355","L55533","L","298.7","309.6","1442","55.6"
"8356","L55534","L","298.6","309.6","1390","50.3"
"8357","L55535","L","298.7","309.6","1502","46.7"
"8358","M23216","M","298.6","309.6","1344","59.4"
"8359","L55537","L","298.5","309.5","1385","46.3"
"8360","L55538","L","298.7","309.7","1547","37.4"
"8361","M23219","M","298.6","309.6","1525","42.4"
"8362","L55540","L","298.6","309.6","1540","35.8"
"8363","L55541","L","298.6","309.5","1450","44.3"
"8364","L55542","L","298.6","309.6","1353","62.5"
"8365","L55543","L","298.8","309.7","1582","45.0"
"8366","L55544","L","298.9","309.8","1396","49.0"
"8367","M23225","M","298.8","309.8","1551","36.6"
"8368","M23226","M","298.9","309.8","1836","22.8"
"8369","L55547","L","298.9","309.8","1390","49.9"
"8370","L55548","L","298.9","309.8","1534","42.1"
"8371","L55549","L","298.8","309.7","1953","20.6"
"8372","L55550","L","298.8","309.8","1634","33.6"
"8373","L55551","L","298.7","309.7","1881","21.7"
"8374","M23232","M","298.8","309.7","1448","44.8"
"8375","M23233","M","298.7","309.7","1362","50.5"
"8376","L55554","L","298.8","309.7","1225","63.4"
"8377","M23235","M","298.8","309.6","1384","48.2"
"8378","L55556","L","298.8","309.8","1334","49.3"
"8379","L55557","L","298.8","309.7","1336","50.3"
"8380","M23238","M","298.8","309.9","1331","61.6"
"8381","L55559","L","298.8","309.9","1629","31.9"
"8382","L55560","L","298.9","310","1776","25.7"
"8383","H37795","H","298.8","310","1530","38.3"
"8384","L55562","L","298.9","310","1719","27.3"
"8385","M23243","M","298.8","309.9","1495","35.2"
"8386","L55564","L","298.8","309.7","1450","43.1"
"8387","H37799","H","298.8","309.8","1563","38.8"
"8388","M23246","M","298.9","309.9","1501","37.1"
"8389","L55567","L","298.8","309.9","1351","47.2"
"8390","L55568","L","298.9","309.9","1365","46.5"
"8391","L55569","L","298.8","309.9","1525","39.7"
"8392","M23250","M","298.8","309.8","1288","61.9"
"8393","L55571","L","298.6","309.6","1423","42.7"
"8394","M23252","M","298.5","309.6","1502","39.4"
"8395","L55573","L","298.5","309.5","1428","43.5"
"8396","M23254","M","298.6","309.5","1566","38.1"
"8397","M23255","M","298.5","309.5","1483","44.8"
"8398","H37810","H","298.6","309.6","1593","33.3"
"8399","L55577","L","298.5","309.6","1724","26.4"
"8400","L55578","L","298.5","309.7","2617","12.1"
"8401","L55579","L","298.6","309.7","1294","59.4"
"8402","L55580","L","298.6","309.6","1533","40.7"
"8403","H37815","H","298.5","309.4","1671","31.8"
"8404","L55582","L","298.5","309.5","1370","52.4"
"8405","L55583","L","298.5","309.6","1462","45.1"
"8406","L55584","L","298.4","309.5","1545","36.6"
"8407","M23265","M","298.4","309.5","1484","41.7"
"8408","M23266","M","298.4","309.5","1344","45.3"
"8409","L55587","L","298.4","309.5","1357","50.1"
"8410","M23268","M","298.5","309.6","1572","33.0"
"8411","L55589","L","298.5","309.6","1861","26.9"
"8412","L55590","L","298.5","309.5","1548","44.5"
"8413","L55591","L","298.6","309.8","1496","37.7"
"8414","M23272","M","298.6","309.7","1314","49.7"
"8415","M23273","M","298.6","309.7","1422","49.7"
"8416","L55594","L","298.6","309.8","1842","20.1"
"8417","M23275","M","298.7","309.9","1434","53.0"
"8418","M23276","M","298.8","310.1","1585","31.3"
"8419","H37831","H","298.8","310.1","1704","30.7"
"8420","L55598","L","298.9","310.2","1971","23.2"
"8421","L55599","L","299.0","310.3","1431","39.9"
"8422","L55600","L","298.9","310.4","1546","37.7"
"8423","L55601","L","298.9","310.3","1496","36.3"
"8424","H37836","H","298.9","310.3","1243","63.0"
"8425","L55603","L","299.0","310.4","1452","46.2"
"8426","L55604","L","299.1","310.6","1380","44.7"
"8427","L55605","L","299.2","310.6","1567","38.4"
"8428","L55606","L","299.1","310.5","1628","35.9"
"8429","L55607","L","299.1","310.4","1505","46.1"
"8430","M23288","M","299.0","310.3","1827","28.0"
"8431","L55609","L","299.0","310.3","1577","40.0"
"8432","L55610","L","298.9","310.2","1304","57.2"
"8433","H37845","H","298.9","310.1","1324","54.6"
"8434","L55612","L","298.8","310","1537","39.9"
"8435","M23293","M","298.8","310.1","1501","48.7"
"8436","M23294","M","298.7","309.9","1654","29.1"
"8437","M23295","M","298.7","310","1519","38.1"
"8438","L55616","L","298.7","309.9","1371","51.3"
"8439","L55617","L","298.7","309.8","1181","65.9"
"8440","L55618","L","298.6","309.8","1469","42.8"
"8441","L55619","L","298.6","309.8","1637","34.6"
"8442","L55620","L","298.6","309.8","1370","56.0"
"8443","L55621","L","298.6","309.9","1630","30.6"
"8444","L55622","L","298.6","310","1517","39.0"
"8445","M23303","M","298.6","309.9","1668","32.3"
"8446","M23304","M","298.6","309.9","1818","24.9"
"8447","M23305","M","298.6","310","1541","36.9"
"8448","L55626","L","298.5","309.9","1482","42.1"
"8449","L55627","L","298.6","310.1","1439","49.9"
"8450","L55628","L","298.5","310","1492","41.2"
"8451","L55629","L","298.4","309.9","1725","27.8"
"8452","L55630","L","298.4","310","1559","44.2"
"8453","L55631","L","298.5","310","1435","42.5"
"8454","M23312","M","298.6","310","1512","37.5"
"8455","L55633","L","298.6","309.9","1564","37.1"
"8456","L55634","L","298.6","310","1522","40.3"
"8457","L55635","L","298.6","309.9","1356","59.5"
"8458","L55636","L","298.6","309.9","1556","38.6"
"8459","L55637","L","298.6","309.9","1393","45.5"
"8460","L55638","L","298.7","309.9","1753","26.8"
"8461","L55639","L","298.7","309.9","1651","29.5"
"8462","L55640","L","298.7","309.9","1372","54.7"
"8463","L55641","L","298.7","309.9","1446","43.3"
"8464","M23322","M","298.7","309.8","1501","44.7"
"8465","M23323","M","298.7","309.9","1411","45.1"
"8466","H37878","H","298.6","309.7","1672","27.5"
"8467","M23325","M","298.7","309.8","1475","40.5"
"8468","L55646","L","298.7","309.8","1469","38.4"
"8469","L55647","L","298.6","309.8","1704","28.3"
"8470","H37882","H","298.6","309.7","1463","39.1"
"8471","M23329","M","298.6","309.7","1280","64.1"
"8472","L55650","L","298.7","309.9","1464","38.0"
"8473","L55651","L","298.6","309.8","1332","46.4"
"8474","L55652","L","298.5","309.7","1634","37.8"
"8475","M23333","M","298.6","309.8","1430","43.1"
"8476","M23334","M","298.5","309.7","1523","44.6"
"8477","M23335","M","298.5","309.7","1557","37.7"
"8478","L55656","L","298.5","309.6","1585","32.2"
"8479","H37891","H","298.5","309.6","1579","33.5"
"8480","M23338","M","298.5","309.7","1354","60.8"
"8481","L55659","L","298.6","309.7","1627","33.4"
"8482","L55660","L","298.4","309.6","1477","35.6"
"8483","M23341","M","298.3","309.4","1595","29.0"
"8484","L55662","L","298.4","309.5","1520","38.1"
"8485","L55663","L","298.3","309.4","1618","31.5"
"8486","L55664","L","298.4","309.5","1397","50.3"
"8487","L55665","L","298.4","309.5","1450","47.9"
"8488","M23346","M","298.5","309.5","1501","40.2"
"8489","L55667","L","298.4","309.4","1392","50.1"
"8490","L55668","L","298.4","309.4","1385","43.2"
"8491","L55669","L","298.4","309.4","1461","46.3"
"8492","M23350","M","298.5","309.6","1364","58.7"
"8493","L55671","L","298.5","309.5","1579","38.6"
"8494","M23352","M","298.4","309.5","1514","38.8"
"8495","M23353","M","298.3","309.5","1560","36.9"
"8496","L55674","L","298.3","309.5","1542","36.7"
"8497","L55675","L","298.3","309.4","1668","27.1"
"8498","M23356","M","298.3","309.4","1816","22.6"
"8499","M23357","M","298.3","309.4","1509","34.2"
"8500","L55678","L","298.4","309.6","1479","37.8"
"8501","L55679","L","298.4","309.6","1655","30.2"
"8502","L55680","L","298.3","309.5","1711","30.3"
"8503","L55681","L","298.4","309.7","1581","34.6"
"8504","H37916","H","298.6","309.8","1279","55.9"
"8505","L55683","L","298.5","309.8","1468","40.9"
"8506","L55684","L","298.4","309.7","1419","41.3"
"8507","L55685","L","298.4","309.7","1530","38.6"
"8508","L55686","L","298.4","309.6","1710","27.3"
"8509","L55687","L","298.4","309.7","1518","39.8"
"8510","M23368","M","298.4","309.7","1679","33.3"
"8511","M23369","M","298.4","309.7","1870","22.5"
"8512","L55690","L","298.3","309.7","1484","44.3"
"8513","L55691","L","298.4","309.7","1457","44.2"
"8514","H37926","H","298.3","309.6","1546","36.2"
"8515","M23373","M","298.2","309.5","1478","36.5"
"8516","L55694","L","298.2","309.4","1447","47.1"
"8517","L55695","L","298.2","309.4","1443","45.4"
"8518","L55696","L","298.3","309.6","1527","30.9"
"8519","M23377","M","298.3","309.6","1469","54.8"
"8520","M23378","M","298.3","309.6","1681","27.1"
"8521","L55699","L","298.3","309.6","1420","44.1"
"8522","M23380","M","298.3","309.5","1543","49.9"
"8523","L55701","L","298.4","309.5","1376","50.4"
"8524","H37936","H","298.3","309.4","1631","29.8"
"8525","H37937","H","298.3","309.3","1529","41.7"
"8526","L55704","L","298.3","309.4","1468","46.2"
"8527","L55705","L","298.3","309.4","1378","52.3"
"8528","L55706","L","298.3","309.3","1401","51.9"
"8529","L55707","L","298.4","309.3","1531","37.4"
"8530","L55708","L","298.4","309.3","1512","35.8"
"8531","M23389","M","298.5","309.4","1522","47.4"
"8532","M23390","M","298.5","309.3","1615","31.8"
"8533","L55711","L","298.6","309.3","1449","46.5"
"8534","L55712","L","298.6","309.4","1315","55.5"
"8535","M23393","M","298.6","309.4","1465","41.1"
"8536","M23394","M","298.6","309.5","1404","43.3"
"8537","L55715","L","298.6","309.5","1547","44.8"
"8538","M23396","M","298.6","309.5","1426","45.4"
"8539","L55717","L","298.6","309.5","1730","30.2"
"8540","L55718","L","298.5","309.4","1548","37.7"
"8541","L55719","L","298.5","309.4","1517","40.2"
"8542","L55720","L","298.6","309.5","1687","29.3"
"8543","L55721","L","298.5","309.5","1738","25.2"
"8544","H37956","H","298.4","309.4","1512","35.3"
"8545","M23403","M","298.5","309.4","1365","48.7"
"8546","H37958","H","298.5","309.4","2011","21.0"
"8547","L55725","L","298.4","309.3","1806","27.6"
"8548","L55726","L","298.4","309.3","1716","28.4"
"8549","M23407","M","298.4","309.4","1666","24.3"
"8550","L55728","L","298.5","309.4","1578","36.3"
"8551","L55729","L","298.3","309.3","1558","37.2"
"8552","L55730","L","298.3","309.2","1456","45.5"
"8553","M23411","M","298.2","309.1","1457","49.0"
"8554","L55732","L","298.2","309.1","1467","44.5"
"8555","M23413","M","298.1","309","1661","38.2"
"8556","L55734","L","298.1","309","1592","33.9"
"8557","L55735","L","298.2","309","1596","37.2"
"8558","L55736","L","298.2","309","1489","40.6"
"8559","L55737","L","298.3","309","1471","48.3"
"8560","M23418","M","298.3","309","1505","41.3"
"8561","L55739","L","298.3","309","1519","40.0"
"8562","L55740","L","298.3","309","1408","45.4"
"8563","L55741","L","298.2","308.9","1332","44.4"
"8564","L55742","L","298.1","308.9","1351","52.4"
"8565","L55743","L","298.0","308.9","1500","36.7"
"8566","M23424","M","298.0","308.7","1614","30.7"
"8567","L55745","L","298.0","308.8","1489","36.5"
"8568","M23426","M","297.9","308.7","1751","26.6"
"8569","L55747","L","298.0","308.7","1511","45.8"
"8570","L55748","L","297.9","308.6","1691","29.6"
"8571","L55749","L","297.9","308.6","1757","27.5"
"8572","H37984","H","297.9","308.7","1545","35.9"
"8573","L55751","L","297.9","308.6","2262","15.7"
"8574","M23432","M","297.7","308.5","1559","35.2"
"8575","L55753","L","297.6","308.4","1626","32.4"
"8576","L55754","L","297.6","308.3","1424","53.9"
"8577","M23435","M","297.6","308.3","1648","29.1"
"8578","L55756","L","297.6","308.3","1523","39.5"
"8579","L55757","L","297.6","308.3","1502","43.2"
"8580","L55758","L","297.5","308.2","1489","40.7"
"8581","M23439","M","297.4","308.1","1620","31.2"
"8582","L55760","L","297.5","308.1","1631","30.6"
"8583","M23441","M","297.5","308","1429","45.8"
"8584","M23442","M","297.5","308.1","1334","72.0"
"8585","L55763","L","297.4","308","1423","38.0"
"8586","L55764","L","297.4","307.9","1390","47.7"
"8587","M23445","M","297.4","307.9","1338","48.5"
"8588","H38000","H","297.3","307.9","1461","37.5"
"8589","M23447","M","297.4","307.9","1627","34.3"
"8590","L55768","L","297.3","307.8","1385","44.4"
"8591","M23449","M","297.3","307.8","1538","48.0"
"8592","L55770","L","297.4","307.9","1557","35.5"
"8593","L55771","L","297.4","307.9","1606","33.4"
"8594","M23452","M","297.5","308","1430","44.5"
"8595","M23453","M","297.4","308","1601","34.6"
"8596","L55774","L","297.4","308","1356","51.9"
"8597","M23455","M","297.5","308.2","1624","30.9"
"8598","L55776","L","297.5","308.2","1327","56.5"
"8599","L55777","L","297.6","308.3","1410","47.0"
"8600","L55778","L","297.6","308.3","1478","42.3"
"8601","L55779","L","297.6","308.4","1460","40.3"
"8602","L55780","L","297.5","308.3","1435","40.3"
"8603","H38015","H","297.4","308.2","1359","46.9"
"8604","L55782","L","297.4","308.1","1729","31.7"
"8605","H38017","H","297.3","308","1384","49.1"
"8606","L55784","L","297.4","308.2","1297","52.1"
"8607","L55785","L","297.5","308.4","1633","33.3"
"8608","M23466","M","297.5","308.4","1505","37.2"
"8609","L55787","L","297.5","308.4","1433","50.0"
"8610","L55788","L","297.4","308.4","1369","50.6"
"8611","L55789","L","297.4","308.3","1475","40.5"
"8612","L55790","L","297.4","308.3","1561","38.3"
"8613","L55791","L","297.4","308.3","1472","45.5"
"8614","L55792","L","297.5","308.4","1441","44.5"
"8615","M23473","M","297.5","308.5","1401","50.5"
"8616","L55794","L","297.5","308.5","1691","33.1"
"8617","L55795","L","297.6","308.6","1382","47.1"
"8618","L55796","L","297.6","308.6","1355","46.4"
"8619","L55797","L","297.6","308.6","1529","45.3"
"8620","L55798","L","297.7","308.7","1829","24.9"
"8621","H38033","H","297.6","308.6","1480","39.8"
"8622","L55800","L","297.6","308.5","1475","42.4"
"8623","M23481","M","297.6","308.5","1431","52.6"
"8624","L55802","L","297.5","308.3","1437","42.3"
"8625","M23483","M","297.5","308.3","1476","45.6"
"8626","H38038","H","297.5","308.4","1490","39.7"
"8627","L55805","L","297.4","308.3","1632","33.5"
"8628","L55806","L","297.4","308.2","1402","49.7"
"8629","L55807","L","297.4","308.3","1347","45.8"
"8630","L55808","L","297.5","308.4","1747","31.0"
"8631","H38043","H","297.5","308.5","1557","39.1"
"8632","L55810","L","297.4","308.4","1371","57.4"
"8633","H38045","H","297.3","308.3","1506","37.0"
"8634","L55812","L","297.3","308.3","1590","35.5"
"8635","L55813","L","297.4","308.3","1336","53.7"
"8636","L55814","L","297.3","308.3","1411","43.2"
"8637","L55815","L","297.4","308.3","1704","27.3"
"8638","L55816","L","297.5","308.4","1723","27.3"
"8639","L55817","L","297.5","308.5","1459","39.7"
"8640","L55818","L","297.6","308.5","1572","35.9"
"8641","L55819","L","297.5","308.4","1384","56.0"
"8642","L55820","L","297.6","308.6","1383","47.5"
"8643","M23501","M","297.6","308.5","1360","48.6"
"8644","M23502","M","297.5","308.4","1596","36.6"
"8645","L55823","L","297.5","308.5","1448","54.3"
"8646","M23504","M","297.6","308.5","1443","38.2"
"8647","M23505","M","297.6","308.6","1492","35.5"
"8648","L55826","L","297.5","308.6","1497","43.9"
"8649","L55827","L","297.5","308.5","1530","38.5"
"8650","M23508","M","297.4","308.4","1478","46.2"
"8651","L55829","L","297.4","308.4","1328","61.8"
"8652","H38064","H","297.4","308.3","1771","27.4"
"8653","M23511","M","297.4","308.4","1564","35.0"
"8654","H38066","H","297.3","308.3","1461","41.5"
"8655","M23513","M","297.4","308.3","1335","57.9"
"8656","M23514","M","297.4","308.4","1441","46.8"
"8657","L55835","L","297.3","308.3","1268","60.6"
"8658","M23516","M","297.3","308.3","1697","27.4"
"8659","L55837","L","297.4","308.4","1421","46.0"
"8660","L55838","L","297.4","308.5","1496","36.4"
"8661","L55839","L","297.5","308.5","1375","55.6"
"8662","L55840","L","297.4","308.5","1295","52.1"
"8663","L55841","L","297.4","308.5","1643","33.8"
"8664","L55842","L","297.5","308.6","1514","36.9"
"8665","L55843","L","297.5","308.6","1671","29.4"
"8666","H38078","H","297.5","308.6","1355","58.9"
"8667","L55845","L","297.6","308.7","1365","50.6"
"8668","L55846","L","297.5","308.7","1407","42.5"
"8669","M23527","M","297.5","308.8","1455","46.1"
"8670","L55848","L","297.5","308.8","1502","45.9"
"8671","M23529","M","297.5","308.8","1471","52.3"
"8672","L55850","L","297.5","308.9","1581","30.4"
"8673","L55851","L","297.5","308.8","1530","37.8"
"8674","L55852","L","297.5","308.8","1312","50.3"
"8675","L55853","L","297.4","308.6","1494","42.6"
"8676","M23534","M","297.4","308.6","1528","29.1"
"8677","H38089","H","297.3","308.6","1688","29.4"
"8678","M23536","M","297.3","308.5","1520","42.4"
"8679","M23537","M","297.3","308.5","1664","28.9"
"8680","L55858","L","297.3","308.5","1514","44.5"
"8681","L55859","L","297.3","308.5","1456","54.2"
"8682","L55860","L","297.2","308.5","1494","39.6"
"8683","L55861","L","297.2","308.4","1605","30.0"
"8684","M23542","M","297.2","308.5","1353","46.5"
"8685","L55863","L","297.2","308.5","1447","47.9"
"8686","L55864","L","297.2","308.5","1588","40.4"
"8687","H38099","H","297.2","308.5","1524","41.4"
"8688","M23546","M","297.2","308.5","1611","31.6"
"8689","M23547","M","297.2","308.5","1604","34.9"
"8690","L55868","L","297.1","308.5","1483","46.9"
"8691","L55869","L","297.1","308.4","1543","39.6"
"8692","L55870","L","297.1","308.5","1323","44.4"
"8693","L55871","L","297.1","308.5","1555","36.2"
"8694","L55872","L","297.1","308.4","1583","31.9"
"8695","M23553","M","297.2","308.5","1584","40.0"
"8696","L55874","L","297.2","308.5","1766","25.8"
"8697","M23555","M","297.2","308.6","1498","44.4"
"8698","L55876","L","297.2","308.6","1413","49.8"
"8699","L55877","L","297.3","308.6","1505","33.5"
"8700","H38112","H","297.3","308.7","1438","46.2"
"8701","M23559","M","297.3","308.7","1655","34.1"
"8702","M23560","M","297.3","308.7","1451","43.8"
"8703","M23561","M","297.3","308.7","1466","38.4"
"8704","L55882","L","297.2","308.6","1774","23.0"
"8705","M23563","M","297.2","308.6","1284","51.3"
"8706","L55884","L","297.1","308.5","1425","40.0"
"8707","L55885","L","297.2","308.6","1437","52.4"
"8708","L55886","L","297.2","308.6","1335","53.0"
"8709","L55887","L","297.2","308.5","1471","41.7"
"8710","M23568","M","297.2","308.5","1364","54.0"
"8711","L55889","L","297.1","308.5","1578","35.6"
"8712","L55890","L","297.1","308.5","1712","32.1"
"8713","L55891","L","297.1","308.5","1733","28.7"
"8714","L55892","L","297.2","308.6","1652","32.1"
"8715","L55893","L","297.2","308.6","1917","24.1"
"8716","M23574","M","297.2","308.6","1444","41.1"
"8717","L55895","L","297.1","308.6","1442","37.1"
"8718","M23576","M","297.1","308.6","1717","31.3"
"8719","L55897","L","297.1","308.7","1474","42.3"
"8720","L55898","L","297.2","308.7","1509","39.3"
"8721","L55899","L","297.2","308.8","1451","43.1"
"8722","L55900","L","297.3","308.8","1554","36.1"
"8723","L55901","L","297.2","308.7","1669","30.7"
"8724","L55902","L","297.2","308.6","1366","50.4"
"8725","L55903","L","297.2","308.6","1578","34.4"
"8726","M23584","M","297.2","308.6","1513","39.0"
"8727","M23585","M","297.1","308.5","1515","42.1"
"8728","L55906","L","297.2","308.6","1562","33.0"
"8729","L55907","L","297.2","308.7","1501","38.5"
"8730","M23588","M","297.2","308.7","1398","38.1"
"8731","L55909","L","297.3","308.7","1352","53.8"
"8732","H38144","H","297.3","308.7","1569","33.9"
"8733","H38145","H","297.2","308.6","1486","46.6"
"8734","L55912","L","297.2","308.6","1864","23.6"
"8735","M23593","M","297.3","308.7","1447","44.5"
"8736","L55914","L","297.2","308.6","1392","41.5"
"8737","L55915","L","297.3","308.6","1358","47.6"
"8738","L55916","L","297.3","308.7","1491","40.2"
"8739","L55917","L","297.3","308.7","1556","36.7"
"8740","L55918","L","297.3","308.7","1531","36.7"
"8741","H38153","H","297.4","308.7","1429","37.6"
"8742","M23600","M","297.4","308.8","1573","33.9"
"8743","L55921","L","297.4","308.8","1538","41.2"
"8744","L55922","L","297.4","308.8","1467","39.0"
"8745","H38157","H","297.4","308.7","1323","51.1"
